date_id,date,day_name,day_number,week_number,month_name,month_number,quarter,year,is_weekend,fiscal_year,year_month
368,2019-01-03,Thursday,3,1,January,1,1,2019,False,2019,2019-01
369,2019-01-04,Friday,4,1,January,1,1,2019,False,2019,2019-01
370,2019-01-05,Saturday,5,1,January,1,1,2019,True,2019,2019-01
371,2019-01-06,Sunday,6,1,January,1,1,2019,True,2019,2019-01
372,2019-01-07,Monday,7,2,January,1,1,2019,False,2019,2019-01
373,2019-01-08,Tuesday,8,2,January,1,1,2019,False,2019,2019-01
374,2019-01-09,Wednesday,9,2,January,1,1,2019,False,2019,2019-01
375,2019-01-10,Thursday,10,2,January,1,1,2019,False,2019,2019-01
376,2019-01-11,Friday,11,2,January,1,1,2019,False,2019,2019-01
377,2019-01-12,Saturday,12,2,January,1,1,2019,True,2019,2019-01
378,2019-01-13,Sunday,13,2,January,1,1,2019,True,2019,2019-01
379,2019-01-14,Monday,14,3,January,1,1,2019,False,2019,2019-01
380,2019-01-15,Tuesday,15,3,January,1,1,2019,False,2019,2019-01
381,2019-01-16,Wednesday,16,3,January,1,1,2019,False,2019,2019-01
382,2019-01-17,Thursday,17,3,January,1,1,2019,False,2019,2019-01
383,2019-01-18,Friday,18,3,January,1,1,2019,False,2019,2019-01
384,2019-01-19,Saturday,19,3,January,1,1,2019,True,2019,2019-01
385,2019-01-20,Sunday,20,3,January,1,1,2019,True,2019,2019-01
386,2019-01-21,Monday,21,4,January,1,1,2019,False,2019,2019-01
387,2019-01-22,Tuesday,22,4,January,1,1,2019,False,2019,2019-01
388,2019-01-23,Wednesday,23,4,January,1,1,2019,False,2019,2019-01
389,2019-01-24,Thursday,24,4,January,1,1,2019,False,2019,2019-01
390,2019-01-25,Friday,25,4,January,1,1,2019,False,2019,2019-01
391,2019-01-26,Saturday,26,4,January,1,1,2019,True,2019,2019-01
392,2019-01-27,Sunday,27,4,January,1,1,2019,True,2019,2019-01
393,2019-01-28,Monday,28,5,January,1,1,2019,False,2019,2019-01
394,2019-01-29,Tuesday,29,5,January,1,1,2019,False,2019,2019-01
395,2019-01-30,Wednesday,30,5,January,1,1,2019,False,2019,2019-01
396,2019-01-31,Thursday,31,5,January,1,1,2019,False,2019,2019-01
397,2019-02-01,Friday,1,5,February,2,1,2019,False,2019,2019-02
398,2019-02-02,Saturday,2,5,February,2,1,2019,True,2019,2019-02
399,2019-02-03,Sunday,3,5,February,2,1,2019,True,2019,2019-02
400,2019-02-04,Monday,4,6,February,2,1,2019,False,2019,2019-02
401,2019-02-05,Tuesday,5,6,February,2,1,2019,False,2019,2019-02
402,2019-02-06,Wednesday,6,6,February,2,1,2019,False,2019,2019-02
403,2019-02-07,Thursday,7,6,February,2,1,2019,False,2019,2019-02
404,2019-02-08,Friday,8,6,February,2,1,2019,False,2019,2019-02
405,2019-02-09,Saturday,9,6,February,2,1,2019,True,2019,2019-02
406,2019-02-10,Sunday,10,6,February,2,1,2019,True,2019,2019-02
407,2019-02-11,Monday,11,7,February,2,1,2019,False,2019,2019-02
408,2019-02-12,Tuesday,12,7,February,2,1,2019,False,2019,2019-02
409,2019-02-13,Wednesday,13,7,February,2,1,2019,False,2019,2019-02
410,2019-02-14,Thursday,14,7,February,2,1,2019,False,2019,2019-02
411,2019-02-15,Friday,15,7,February,2,1,2019,False,2019,2019-02
412,2019-02-16,Saturday,16,7,February,2,1,2019,True,2019,2019-02
413,2019-02-17,Sunday,17,7,February,2,1,2019,True,2019,2019-02
414,2019-02-18,Monday,18,8,February,2,1,2019,False,2019,2019-02
415,2019-02-19,Tuesday,19,8,February,2,1,2019,False,2019,2019-02
416,2019-02-20,Wednesday,20,8,February,2,1,2019,False,2019,2019-02
417,2019-02-21,Thursday,21,8,February,2,1,2019,False,2019,2019-02
418,2019-02-22,Friday,22,8,February,2,1,2019,False,2019,2019-02
419,2019-02-23,Saturday,23,8,February,2,1,2019,True,2019,2019-02
420,2019-02-24,Sunday,24,8,February,2,1,2019,True,2019,2019-02
421,2019-02-25,Monday,25,9,February,2,1,2019,False,2019,2019-02
422,2019-02-26,Tuesday,26,9,February,2,1,2019,False,2019,2019-02
423,2019-02-27,Wednesday,27,9,February,2,1,2019,False,2019,2019-02
424,2019-02-28,Thursday,28,9,February,2,1,2019,False,2019,2019-02
425,2019-03-01,Friday,1,9,March,3,1,2019,False,2019,2019-03
426,2019-03-02,Saturday,2,9,March,3,1,2019,True,2019,2019-03
427,2019-03-03,Sunday,3,9,March,3,1,2019,True,2019,2019-03
428,2019-03-04,Monday,4,10,March,3,1,2019,False,2019,2019-03
429,2019-03-05,Tuesday,5,10,March,3,1,2019,False,2019,2019-03
430,2019-03-06,Wednesday,6,10,March,3,1,2019,False,2019,2019-03
431,2019-03-07,Thursday,7,10,March,3,1,2019,False,2019,2019-03
432,2019-03-08,Friday,8,10,March,3,1,2019,False,2019,2019-03
433,2019-03-09,Saturday,9,10,March,3,1,2019,True,2019,2019-03
434,2019-03-10,Sunday,10,10,March,3,1,2019,True,2019,2019-03
435,2019-03-11,Monday,11,11,March,3,1,2019,False,2019,2019-03
436,2019-03-12,Tuesday,12,11,March,3,1,2019,False,2019,2019-03
437,2019-03-13,Wednesday,13,11,March,3,1,2019,False,2019,2019-03
438,2019-03-14,Thursday,14,11,March,3,1,2019,False,2019,2019-03
439,2019-03-15,Friday,15,11,March,3,1,2019,False,2019,2019-03
440,2019-03-16,Saturday,16,11,March,3,1,2019,True,2019,2019-03
441,2019-03-17,Sunday,17,11,March,3,1,2019,True,2019,2019-03
442,2019-03-18,Monday,18,12,March,3,1,2019,False,2019,2019-03
443,2019-03-19,Tuesday,19,12,March,3,1,2019,False,2019,2019-03
444,2019-03-20,Wednesday,20,12,March,3,1,2019,False,2019,2019-03
445,2019-03-21,Thursday,21,12,March,3,1,2019,False,2019,2019-03
446,2019-03-22,Friday,22,12,March,3,1,2019,False,2019,2019-03
447,2019-03-23,Saturday,23,12,March,3,1,2019,True,2019,2019-03
448,2019-03-24,Sunday,24,12,March,3,1,2019,True,2019,2019-03
449,2019-03-25,Monday,25,13,March,3,1,2019,False,2019,2019-03
450,2019-03-26,Tuesday,26,13,March,3,1,2019,False,2019,2019-03
451,2019-03-27,Wednesday,27,13,March,3,1,2019,False,2019,2019-03
452,2019-03-28,Thursday,28,13,March,3,1,2019,False,2019,2019-03
453,2019-03-29,Friday,29,13,March,3,1,2019,False,2019,2019-03
454,2019-03-30,Saturday,30,13,March,3,1,2019,True,2019,2019-03
455,2019-03-31,Sunday,31,13,March,3,1,2019,True,2019,2019-03
456,2019-04-01,Monday,1,14,April,4,2,2019,False,2020,2019-04
457,2019-04-02,Tuesday,2,14,April,4,2,2019,False,2020,2019-04
458,2019-04-03,Wednesday,3,14,April,4,2,2019,False,2020,2019-04
459,2019-04-04,Thursday,4,14,April,4,2,2019,False,2020,2019-04
460,2019-04-05,Friday,5,14,April,4,2,2019,False,2020,2019-04
461,2019-04-06,Saturday,6,14,April,4,2,2019,True,2020,2019-04
462,2019-04-07,Sunday,7,14,April,4,2,2019,True,2020,2019-04
463,2019-04-08,Monday,8,15,April,4,2,2019,False,2020,2019-04
464,2019-04-09,Tuesday,9,15,April,4,2,2019,False,2020,2019-04
465,2019-04-10,Wednesday,10,15,April,4,2,2019,False,2020,2019-04
466,2019-04-11,Thursday,11,15,April,4,2,2019,False,2020,2019-04
467,2019-04-12,Friday,12,15,April,4,2,2019,False,2020,2019-04
468,2019-04-13,Saturday,13,15,April,4,2,2019,True,2020,2019-04
469,2019-04-14,Sunday,14,15,April,4,2,2019,True,2020,2019-04
470,2019-04-15,Monday,15,16,April,4,2,2019,False,2020,2019-04
471,2019-04-16,Tuesday,16,16,April,4,2,2019,False,2020,2019-04
472,2019-04-17,Wednesday,17,16,April,4,2,2019,False,2020,2019-04
473,2019-04-18,Thursday,18,16,April,4,2,2019,False,2020,2019-04
474,2019-04-19,Friday,19,16,April,4,2,2019,False,2020,2019-04
475,2019-04-20,Saturday,20,16,April,4,2,2019,True,2020,2019-04
476,2019-04-21,Sunday,21,16,April,4,2,2019,True,2020,2019-04
477,2019-04-22,Monday,22,17,April,4,2,2019,False,2020,2019-04
478,2019-04-23,Tuesday,23,17,April,4,2,2019,False,2020,2019-04
479,2019-04-24,Wednesday,24,17,April,4,2,2019,False,2020,2019-04
480,2019-04-25,Thursday,25,17,April,4,2,2019,False,2020,2019-04
481,2019-04-26,Friday,26,17,April,4,2,2019,False,2020,2019-04
482,2019-04-27,Saturday,27,17,April,4,2,2019,True,2020,2019-04
483,2019-04-28,Sunday,28,17,April,4,2,2019,True,2020,2019-04
484,2019-04-29,Monday,29,18,April,4,2,2019,False,2020,2019-04
485,2019-04-30,Tuesday,30,18,April,4,2,2019,False,2020,2019-04
486,2019-05-01,Wednesday,1,18,May,5,2,2019,False,2020,2019-05
487,2019-05-02,Thursday,2,18,May,5,2,2019,False,2020,2019-05
488,2019-05-03,Friday,3,18,May,5,2,2019,False,2020,2019-05
489,2019-05-04,Saturday,4,18,May,5,2,2019,True,2020,2019-05
490,2019-05-05,Sunday,5,18,May,5,2,2019,True,2020,2019-05
491,2019-05-06,Monday,6,19,May,5,2,2019,False,2020,2019-05
492,2019-05-07,Tuesday,7,19,May,5,2,2019,False,2020,2019-05
493,2019-05-08,Wednesday,8,19,May,5,2,2019,False,2020,2019-05
494,2019-05-09,Thursday,9,19,May,5,2,2019,False,2020,2019-05
495,2019-05-10,Friday,10,19,May,5,2,2019,False,2020,2019-05
496,2019-05-11,Saturday,11,19,May,5,2,2019,True,2020,2019-05
497,2019-05-12,Sunday,12,19,May,5,2,2019,True,2020,2019-05
498,2019-05-13,Monday,13,20,May,5,2,2019,False,2020,2019-05
499,2019-05-14,Tuesday,14,20,May,5,2,2019,False,2020,2019-05
500,2019-05-15,Wednesday,15,20,May,5,2,2019,False,2020,2019-05
501,2019-05-16,Thursday,16,20,May,5,2,2019,False,2020,2019-05
502,2019-05-17,Friday,17,20,May,5,2,2019,False,2020,2019-05
503,2019-05-18,Saturday,18,20,May,5,2,2019,True,2020,2019-05
504,2019-05-19,Sunday,19,20,May,5,2,2019,True,2020,2019-05
505,2019-05-20,Monday,20,21,May,5,2,2019,False,2020,2019-05
506,2019-05-21,Tuesday,21,21,May,5,2,2019,False,2020,2019-05
507,2019-05-22,Wednesday,22,21,May,5,2,2019,False,2020,2019-05
508,2019-05-23,Thursday,23,21,May,5,2,2019,False,2020,2019-05
509,2019-05-24,Friday,24,21,May,5,2,2019,False,2020,2019-05
510,2019-05-25,Saturday,25,21,May,5,2,2019,True,2020,2019-05
511,2019-05-26,Sunday,26,21,May,5,2,2019,True,2020,2019-05
512,2019-05-27,Monday,27,22,May,5,2,2019,False,2020,2019-05
513,2019-05-28,Tuesday,28,22,May,5,2,2019,False,2020,2019-05
514,2019-05-29,Wednesday,29,22,May,5,2,2019,False,2020,2019-05
515,2019-05-30,Thursday,30,22,May,5,2,2019,False,2020,2019-05
516,2019-05-31,Friday,31,22,May,5,2,2019,False,2020,2019-05
517,2019-06-01,Saturday,1,22,June,6,2,2019,True,2020,2019-06
518,2019-06-02,Sunday,2,22,June,6,2,2019,True,2020,2019-06
519,2019-06-03,Monday,3,23,June,6,2,2019,False,2020,2019-06
520,2019-06-04,Tuesday,4,23,June,6,2,2019,False,2020,2019-06
521,2019-06-05,Wednesday,5,23,June,6,2,2019,False,2020,2019-06
522,2019-06-06,Thursday,6,23,June,6,2,2019,False,2020,2019-06
523,2019-06-07,Friday,7,23,June,6,2,2019,False,2020,2019-06
524,2019-06-08,Saturday,8,23,June,6,2,2019,True,2020,2019-06
525,2019-06-09,Sunday,9,23,June,6,2,2019,True,2020,2019-06
526,2019-06-10,Monday,10,24,June,6,2,2019,False,2020,2019-06
527,2019-06-11,Tuesday,11,24,June,6,2,2019,False,2020,2019-06
528,2019-06-12,Wednesday,12,24,June,6,2,2019,False,2020,2019-06
529,2019-06-13,Thursday,13,24,June,6,2,2019,False,2020,2019-06
530,2019-06-14,Friday,14,24,June,6,2,2019,False,2020,2019-06
531,2019-06-15,Saturday,15,24,June,6,2,2019,True,2020,2019-06
532,2019-06-16,Sunday,16,24,June,6,2,2019,True,2020,2019-06
533,2019-06-17,Monday,17,25,June,6,2,2019,False,2020,2019-06
534,2019-06-18,Tuesday,18,25,June,6,2,2019,False,2020,2019-06
535,2019-06-19,Wednesday,19,25,June,6,2,2019,False,2020,2019-06
536,2019-06-20,Thursday,20,25,June,6,2,2019,False,2020,2019-06
537,2019-06-21,Friday,21,25,June,6,2,2019,False,2020,2019-06
538,2019-06-22,Saturday,22,25,June,6,2,2019,True,2020,2019-06
539,2019-06-23,Sunday,23,25,June,6,2,2019,True,2020,2019-06
540,2019-06-24,Monday,24,26,June,6,2,2019,False,2020,2019-06
541,2019-06-25,Tuesday,25,26,June,6,2,2019,False,2020,2019-06
542,2019-06-26,Wednesday,26,26,June,6,2,2019,False,2020,2019-06
543,2019-06-27,Thursday,27,26,June,6,2,2019,False,2020,2019-06
544,2019-06-28,Friday,28,26,June,6,2,2019,False,2020,2019-06
545,2019-06-29,Saturday,29,26,June,6,2,2019,True,2020,2019-06
546,2019-06-30,Sunday,30,26,June,6,2,2019,True,2020,2019-06
547,2019-07-01,Monday,1,27,July,7,3,2019,False,2020,2019-07
548,2019-07-02,Tuesday,2,27,July,7,3,2019,False,2020,2019-07
549,2019-07-03,Wednesday,3,27,July,7,3,2019,False,2020,2019-07
550,2019-07-04,Thursday,4,27,July,7,3,2019,False,2020,2019-07
551,2019-07-05,Friday,5,27,July,7,3,2019,False,2020,2019-07
552,2019-07-06,Saturday,6,27,July,7,3,2019,True,2020,2019-07
553,2019-07-07,Sunday,7,27,July,7,3,2019,True,2020,2019-07
554,2019-07-08,Monday,8,28,July,7,3,2019,False,2020,2019-07
555,2019-07-09,Tuesday,9,28,July,7,3,2019,False,2020,2019-07
556,2019-07-10,Wednesday,10,28,July,7,3,2019,False,2020,2019-07
557,2019-07-11,Thursday,11,28,July,7,3,2019,False,2020,2019-07
558,2019-07-12,Friday,12,28,July,7,3,2019,False,2020,2019-07
559,2019-07-13,Saturday,13,28,July,7,3,2019,True,2020,2019-07
560,2019-07-14,Sunday,14,28,July,7,3,2019,True,2020,2019-07
561,2019-07-15,Monday,15,29,July,7,3,2019,False,2020,2019-07
562,2019-07-16,Tuesday,16,29,July,7,3,2019,False,2020,2019-07
563,2019-07-17,Wednesday,17,29,July,7,3,2019,False,2020,2019-07
564,2019-07-18,Thursday,18,29,July,7,3,2019,False,2020,2019-07
565,2019-07-19,Friday,19,29,July,7,3,2019,False,2020,2019-07
566,2019-07-20,Saturday,20,29,July,7,3,2019,True,2020,2019-07
567,2019-07-21,Sunday,21,29,July,7,3,2019,True,2020,2019-07
568,2019-07-22,Monday,22,30,July,7,3,2019,False,2020,2019-07
569,2019-07-23,Tuesday,23,30,July,7,3,2019,False,2020,2019-07
570,2019-07-24,Wednesday,24,30,July,7,3,2019,False,2020,2019-07
571,2019-07-25,Thursday,25,30,July,7,3,2019,False,2020,2019-07
572,2019-07-26,Friday,26,30,July,7,3,2019,False,2020,2019-07
573,2019-07-27,Saturday,27,30,July,7,3,2019,True,2020,2019-07
574,2019-07-28,Sunday,28,30,July,7,3,2019,True,2020,2019-07
575,2019-07-29,Monday,29,31,July,7,3,2019,False,2020,2019-07
576,2019-07-30,Tuesday,30,31,July,7,3,2019,False,2020,2019-07
577,2019-07-31,Wednesday,31,31,July,7,3,2019,False,2020,2019-07
578,2019-08-01,Thursday,1,31,August,8,3,2019,False,2020,2019-08
579,2019-08-02,Friday,2,31,August,8,3,2019,False,2020,2019-08
580,2019-08-03,Saturday,3,31,August,8,3,2019,True,2020,2019-08
581,2019-08-04,Sunday,4,31,August,8,3,2019,True,2020,2019-08
582,2019-08-05,Monday,5,32,August,8,3,2019,False,2020,2019-08
583,2019-08-06,Tuesday,6,32,August,8,3,2019,False,2020,2019-08
584,2019-08-07,Wednesday,7,32,August,8,3,2019,False,2020,2019-08
585,2019-08-08,Thursday,8,32,August,8,3,2019,False,2020,2019-08
586,2019-08-09,Friday,9,32,August,8,3,2019,False,2020,2019-08
587,2019-08-10,Saturday,10,32,August,8,3,2019,True,2020,2019-08
588,2019-08-11,Sunday,11,32,August,8,3,2019,True,2020,2019-08
589,2019-08-12,Monday,12,33,August,8,3,2019,False,2020,2019-08
590,2019-08-13,Tuesday,13,33,August,8,3,2019,False,2020,2019-08
591,2019-08-14,Wednesday,14,33,August,8,3,2019,False,2020,2019-08
592,2019-08-15,Thursday,15,33,August,8,3,2019,False,2020,2019-08
593,2019-08-16,Friday,16,33,August,8,3,2019,False,2020,2019-08
594,2019-08-17,Saturday,17,33,August,8,3,2019,True,2020,2019-08
595,2019-08-18,Sunday,18,33,August,8,3,2019,True,2020,2019-08
596,2019-08-19,Monday,19,34,August,8,3,2019,False,2020,2019-08
597,2019-08-20,Tuesday,20,34,August,8,3,2019,False,2020,2019-08
598,2019-08-21,Wednesday,21,34,August,8,3,2019,False,2020,2019-08
599,2019-08-22,Thursday,22,34,August,8,3,2019,False,2020,2019-08
600,2019-08-23,Friday,23,34,August,8,3,2019,False,2020,2019-08
601,2019-08-24,Saturday,24,34,August,8,3,2019,True,2020,2019-08
602,2019-08-25,Sunday,25,34,August,8,3,2019,True,2020,2019-08
603,2019-08-26,Monday,26,35,August,8,3,2019,False,2020,2019-08
604,2019-08-27,Tuesday,27,35,August,8,3,2019,False,2020,2019-08
605,2019-08-28,Wednesday,28,35,August,8,3,2019,False,2020,2019-08
606,2019-08-29,Thursday,29,35,August,8,3,2019,False,2020,2019-08
607,2019-08-30,Friday,30,35,August,8,3,2019,False,2020,2019-08
608,2019-08-31,Saturday,31,35,August,8,3,2019,True,2020,2019-08
609,2019-09-01,Sunday,1,35,September,9,3,2019,True,2020,2019-09
610,2019-09-02,Monday,2,36,September,9,3,2019,False,2020,2019-09
611,2019-09-03,Tuesday,3,36,September,9,3,2019,False,2020,2019-09
612,2019-09-04,Wednesday,4,36,September,9,3,2019,False,2020,2019-09
613,2019-09-05,Thursday,5,36,September,9,3,2019,False,2020,2019-09
614,2019-09-06,Friday,6,36,September,9,3,2019,False,2020,2019-09
615,2019-09-07,Saturday,7,36,September,9,3,2019,True,2020,2019-09
616,2019-09-08,Sunday,8,36,September,9,3,2019,True,2020,2019-09
617,2019-09-09,Monday,9,37,September,9,3,2019,False,2020,2019-09
618,2019-09-10,Tuesday,10,37,September,9,3,2019,False,2020,2019-09
619,2019-09-11,Wednesday,11,37,September,9,3,2019,False,2020,2019-09
620,2019-09-12,Thursday,12,37,September,9,3,2019,False,2020,2019-09
621,2019-09-13,Friday,13,37,September,9,3,2019,False,2020,2019-09
622,2019-09-14,Saturday,14,37,September,9,3,2019,True,2020,2019-09
623,2019-09-15,Sunday,15,37,September,9,3,2019,True,2020,2019-09
624,2019-09-16,Monday,16,38,September,9,3,2019,False,2020,2019-09
625,2019-09-17,Tuesday,17,38,September,9,3,2019,False,2020,2019-09
626,2019-09-18,Wednesday,18,38,September,9,3,2019,False,2020,2019-09
627,2019-09-19,Thursday,19,38,September,9,3,2019,False,2020,2019-09
628,2019-09-20,Friday,20,38,September,9,3,2019,False,2020,2019-09
629,2019-09-21,Saturday,21,38,September,9,3,2019,True,2020,2019-09
630,2019-09-22,Sunday,22,38,September,9,3,2019,True,2020,2019-09
631,2019-09-23,Monday,23,39,September,9,3,2019,False,2020,2019-09
632,2019-09-24,Tuesday,24,39,September,9,3,2019,False,2020,2019-09
633,2019-09-25,Wednesday,25,39,September,9,3,2019,False,2020,2019-09
634,2019-09-26,Thursday,26,39,September,9,3,2019,False,2020,2019-09
635,2019-09-27,Friday,27,39,September,9,3,2019,False,2020,2019-09
636,2019-09-28,Saturday,28,39,September,9,3,2019,True,2020,2019-09
637,2019-09-29,Sunday,29,39,September,9,3,2019,True,2020,2019-09
638,2019-09-30,Monday,30,40,September,9,3,2019,False,2020,2019-09
639,2019-10-01,Tuesday,1,40,October,10,4,2019,False,2020,2019-10
640,2019-10-02,Wednesday,2,40,October,10,4,2019,False,2020,2019-10
641,2019-10-03,Thursday,3,40,October,10,4,2019,False,2020,2019-10
642,2019-10-04,Friday,4,40,October,10,4,2019,False,2020,2019-10
643,2019-10-05,Saturday,5,40,October,10,4,2019,True,2020,2019-10
644,2019-10-06,Sunday,6,40,October,10,4,2019,True,2020,2019-10
645,2019-10-07,Monday,7,41,October,10,4,2019,False,2020,2019-10
646,2019-10-08,Tuesday,8,41,October,10,4,2019,False,2020,2019-10
647,2019-10-09,Wednesday,9,41,October,10,4,2019,False,2020,2019-10
648,2019-10-10,Thursday,10,41,October,10,4,2019,False,2020,2019-10
649,2019-10-11,Friday,11,41,October,10,4,2019,False,2020,2019-10
650,2019-10-12,Saturday,12,41,October,10,4,2019,True,2020,2019-10
651,2019-10-13,Sunday,13,41,October,10,4,2019,True,2020,2019-10
652,2019-10-14,Monday,14,42,October,10,4,2019,False,2020,2019-10
653,2019-10-15,Tuesday,15,42,October,10,4,2019,False,2020,2019-10
654,2019-10-16,Wednesday,16,42,October,10,4,2019,False,2020,2019-10
655,2019-10-17,Thursday,17,42,October,10,4,2019,False,2020,2019-10
656,2019-10-18,Friday,18,42,October,10,4,2019,False,2020,2019-10
657,2019-10-19,Saturday,19,42,October,10,4,2019,True,2020,2019-10
658,2019-10-20,Sunday,20,42,October,10,4,2019,True,2020,2019-10
659,2019-10-21,Monday,21,43,October,10,4,2019,False,2020,2019-10
660,2019-10-22,Tuesday,22,43,October,10,4,2019,False,2020,2019-10
661,2019-10-23,Wednesday,23,43,October,10,4,2019,False,2020,2019-10
662,2019-10-24,Thursday,24,43,October,10,4,2019,False,2020,2019-10
663,2019-10-25,Friday,25,43,October,10,4,2019,False,2020,2019-10
664,2019-10-26,Saturday,26,43,October,10,4,2019,True,2020,2019-10
665,2019-10-27,Sunday,27,43,October,10,4,2019,True,2020,2019-10
666,2019-10-28,Monday,28,44,October,10,4,2019,False,2020,2019-10
667,2019-10-29,Tuesday,29,44,October,10,4,2019,False,2020,2019-10
668,2019-10-30,Wednesday,30,44,October,10,4,2019,False,2020,2019-10
669,2019-10-31,Thursday,31,44,October,10,4,2019,False,2020,2019-10
670,2019-11-01,Friday,1,44,November,11,4,2019,False,2020,2019-11
671,2019-11-02,Saturday,2,44,November,11,4,2019,True,2020,2019-11
672,2019-11-03,Sunday,3,44,November,11,4,2019,True,2020,2019-11
673,2019-11-04,Monday,4,45,November,11,4,2019,False,2020,2019-11
674,2019-11-05,Tuesday,5,45,November,11,4,2019,False,2020,2019-11
675,2019-11-06,Wednesday,6,45,November,11,4,2019,False,2020,2019-11
676,2019-11-07,Thursday,7,45,November,11,4,2019,False,2020,2019-11
677,2019-11-08,Friday,8,45,November,11,4,2019,False,2020,2019-11
678,2019-11-09,Saturday,9,45,November,11,4,2019,True,2020,2019-11
679,2019-11-10,Sunday,10,45,November,11,4,2019,True,2020,2019-11
680,2019-11-11,Monday,11,46,November,11,4,2019,False,2020,2019-11
681,2019-11-12,Tuesday,12,46,November,11,4,2019,False,2020,2019-11
682,2019-11-13,Wednesday,13,46,November,11,4,2019,False,2020,2019-11
683,2019-11-14,Thursday,14,46,November,11,4,2019,False,2020,2019-11
684,2019-11-15,Friday,15,46,November,11,4,2019,False,2020,2019-11
685,2019-11-16,Saturday,16,46,November,11,4,2019,True,2020,2019-11
686,2019-11-17,Sunday,17,46,November,11,4,2019,True,2020,2019-11
687,2019-11-18,Monday,18,47,November,11,4,2019,False,2020,2019-11
688,2019-11-19,Tuesday,19,47,November,11,4,2019,False,2020,2019-11
689,2019-11-20,Wednesday,20,47,November,11,4,2019,False,2020,2019-11
690,2019-11-21,Thursday,21,47,November,11,4,2019,False,2020,2019-11
691,2019-11-22,Friday,22,47,November,11,4,2019,False,2020,2019-11
692,2019-11-23,Saturday,23,47,November,11,4,2019,True,2020,2019-11
693,2019-11-24,Sunday,24,47,November,11,4,2019,True,2020,2019-11
694,2019-11-25,Monday,25,48,November,11,4,2019,False,2020,2019-11
695,2019-11-26,Tuesday,26,48,November,11,4,2019,False,2020,2019-11
696,2019-11-27,Wednesday,27,48,November,11,4,2019,False,2020,2019-11
697,2019-11-28,Thursday,28,48,November,11,4,2019,False,2020,2019-11
698,2019-11-29,Friday,29,48,November,11,4,2019,False,2020,2019-11
699,2019-11-30,Saturday,30,48,November,11,4,2019,True,2020,2019-11
700,2019-12-01,Sunday,1,48,December,12,4,2019,True,2020,2019-12
701,2019-12-02,Monday,2,49,December,12,4,2019,False,2020,2019-12
702,2019-12-03,Tuesday,3,49,December,12,4,2019,False,2020,2019-12
703,2019-12-04,Wednesday,4,49,December,12,4,2019,False,2020,2019-12
704,2019-12-05,Thursday,5,49,December,12,4,2019,False,2020,2019-12
705,2019-12-06,Friday,6,49,December,12,4,2019,False,2020,2019-12
706,2019-12-07,Saturday,7,49,December,12,4,2019,True,2020,2019-12
707,2019-12-08,Sunday,8,49,December,12,4,2019,True,2020,2019-12
708,2019-12-09,Monday,9,50,December,12,4,2019,False,2020,2019-12
709,2019-12-10,Tuesday,10,50,December,12,4,2019,False,2020,2019-12
710,2019-12-11,Wednesday,11,50,December,12,4,2019,False,2020,2019-12
711,2019-12-12,Thursday,12,50,December,12,4,2019,False,2020,2019-12
712,2019-12-13,Friday,13,50,December,12,4,2019,False,2020,2019-12
713,2019-12-14,Saturday,14,50,December,12,4,2019,True,2020,2019-12
714,2019-12-15,Sunday,15,50,December,12,4,2019,True,2020,2019-12
715,2019-12-16,Monday,16,51,December,12,4,2019,False,2020,2019-12
716,2019-12-17,Tuesday,17,51,December,12,4,2019,False,2020,2019-12
717,2019-12-18,Wednesday,18,51,December,12,4,2019,False,2020,2019-12
718,2019-12-19,Thursday,19,51,December,12,4,2019,False,2020,2019-12
719,2019-12-20,Friday,20,51,December,12,4,2019,False,2020,2019-12
720,2019-12-21,Saturday,21,51,December,12,4,2019,True,2020,2019-12
721,2019-12-22,Sunday,22,51,December,12,4,2019,True,2020,2019-12
722,2019-12-23,Monday,23,52,December,12,4,2019,False,2020,2019-12
723,2019-12-24,Tuesday,24,52,December,12,4,2019,False,2020,2019-12
724,2019-12-25,Wednesday,25,52,December,12,4,2019,False,2020,2019-12
725,2019-12-26,Thursday,26,52,December,12,4,2019,False,2020,2019-12
726,2019-12-27,Friday,27,52,December,12,4,2019,False,2020,2019-12
727,2019-12-28,Saturday,28,52,December,12,4,2019,True,2020,2019-12
728,2019-12-29,Sunday,29,52,December,12,4,2019,True,2020,2019-12
729,2019-12-30,Monday,30,1,December,12,4,2019,False,2020,2019-12
730,2019-12-31,Tuesday,31,1,December,12,4,2019,False,2020,2019-12
731,2020-01-01,Wednesday,1,1,January,1,1,2020,False,2020,2020-01
732,2020-01-02,Thursday,2,1,January,1,1,2020,False,2020,2020-01
733,2020-01-03,Friday,3,1,January,1,1,2020,False,2020,2020-01
734,2020-01-04,Saturday,4,1,January,1,1,2020,True,2020,2020-01
735,2020-01-05,Sunday,5,1,January,1,1,2020,True,2020,2020-01
736,2020-01-06,Monday,6,2,January,1,1,2020,False,2020,2020-01
737,2020-01-07,Tuesday,7,2,January,1,1,2020,False,2020,2020-01
738,2020-01-08,Wednesday,8,2,January,1,1,2020,False,2020,2020-01
739,2020-01-09,Thursday,9,2,January,1,1,2020,False,2020,2020-01
740,2020-01-10,Friday,10,2,January,1,1,2020,False,2020,2020-01
741,2020-01-11,Saturday,11,2,January,1,1,2020,True,2020,2020-01
742,2020-01-12,Sunday,12,2,January,1,1,2020,True,2020,2020-01
743,2020-01-13,Monday,13,3,January,1,1,2020,False,2020,2020-01
744,2020-01-14,Tuesday,14,3,January,1,1,2020,False,2020,2020-01
