date_id,date,day_name,day_number,week_number,month_name,month_number,quarter,year,is_weekend,fiscal_year,year_month
745,2020-01-15,Wednesday,15,3,January,1,1,2020,False,2020,2020-01
746,2020-01-16,Thursday,16,3,January,1,1,2020,False,2020,2020-01
747,2020-01-17,Friday,17,3,January,1,1,2020,False,2020,2020-01
748,2020-01-18,Saturday,18,3,January,1,1,2020,True,2020,2020-01
749,2020-01-19,Sunday,19,3,January,1,1,2020,True,2020,2020-01
750,2020-01-20,Monday,20,4,January,1,1,2020,False,2020,2020-01
751,2020-01-21,Tuesday,21,4,January,1,1,2020,False,2020,2020-01
752,2020-01-22,Wednesday,22,4,January,1,1,2020,False,2020,2020-01
753,2020-01-23,Thursday,23,4,January,1,1,2020,False,2020,2020-01
754,2020-01-24,Friday,24,4,January,1,1,2020,False,2020,2020-01
755,2020-01-25,Saturday,25,4,January,1,1,2020,True,2020,2020-01
756,2020-01-26,Sunday,26,4,January,1,1,2020,True,2020,2020-01
757,2020-01-27,Monday,27,5,January,1,1,2020,False,2020,2020-01
758,2020-01-28,Tuesday,28,5,January,1,1,2020,False,2020,2020-01
759,2020-01-29,Wednesday,29,5,January,1,1,2020,False,2020,2020-01
760,2020-01-30,Thursday,30,5,January,1,1,2020,False,2020,2020-01
761,2020-01-31,Friday,31,5,January,1,1,2020,False,2020,2020-01
762,2020-02-01,Saturday,1,5,February,2,1,2020,True,2020,2020-02
763,2020-02-02,Sunday,2,5,February,2,1,2020,True,2020,2020-02
764,2020-02-03,Monday,3,6,February,2,1,2020,False,2020,2020-02
765,2020-02-04,Tuesday,4,6,February,2,1,2020,False,2020,2020-02
766,2020-02-05,Wednesday,5,6,February,2,1,2020,False,2020,2020-02
767,2020-02-06,Thursday,6,6,February,2,1,2020,False,2020,2020-02
768,2020-02-07,Friday,7,6,February,2,1,2020,False,2020,2020-02
769,2020-02-08,Saturday,8,6,February,2,1,2020,True,2020,2020-02
770,2020-02-09,Sunday,9,6,February,2,1,2020,True,2020,2020-02
771,2020-02-10,Monday,10,7,February,2,1,2020,False,2020,2020-02
772,2020-02-11,Tuesday,11,7,February,2,1,2020,False,2020,2020-02
773,2020-02-12,Wednesday,12,7,February,2,1,2020,False,2020,2020-02
774,2020-02-13,Thursday,13,7,February,2,1,2020,False,2020,2020-02
775,2020-02-14,Friday,14,7,February,2,1,2020,False,2020,2020-02
776,2020-02-15,Saturday,15,7,February,2,1,2020,True,2020,2020-02
777,2020-02-16,Sunday,16,7,February,2,1,2020,True,2020,2020-02
778,2020-02-17,Monday,17,8,February,2,1,2020,False,2020,2020-02
779,2020-02-18,Tuesday,18,8,February,2,1,2020,False,2020,2020-02
780,2020-02-19,Wednesday,19,8,February,2,1,2020,False,2020,2020-02
781,2020-02-20,Thursday,20,8,February,2,1,2020,False,2020,2020-02
782,2020-02-21,Friday,21,8,February,2,1,2020,False,2020,2020-02
783,2020-02-22,Saturday,22,8,February,2,1,2020,True,2020,2020-02
784,2020-02-23,Sunday,23,8,February,2,1,2020,True,2020,2020-02
785,2020-02-24,Monday,24,9,February,2,1,2020,False,2020,2020-02
786,2020-02-25,Tuesday,25,9,February,2,1,2020,False,2020,2020-02
787,2020-02-26,Wednesday,26,9,February,2,1,2020,False,2020,2020-02
788,2020-02-27,Thursday,27,9,February,2,1,2020,False,2020,2020-02
789,2020-02-28,Friday,28,9,February,2,1,2020,False,2020,2020-02
790,2020-02-29,Saturday,29,9,February,2,1,2020,True,2020,2020-02
791,2020-03-01,Sunday,1,9,March,3,1,2020,True,2020,2020-03
792,2020-03-02,Monday,2,10,March,3,1,2020,False,2020,2020-03
793,2020-03-03,Tuesday,3,10,March,3,1,2020,False,2020,2020-03
794,2020-03-04,Wednesday,4,10,March,3,1,2020,False,2020,2020-03
795,2020-03-05,Thursday,5,10,March,3,1,2020,False,2020,2020-03
796,2020-03-06,Friday,6,10,March,3,1,2020,False,2020,2020-03
797,2020-03-07,Saturday,7,10,March,3,1,2020,True,2020,2020-03
798,2020-03-08,Sunday,8,10,March,3,1,2020,True,2020,2020-03
799,2020-03-09,Monday,9,11,March,3,1,2020,False,2020,2020-03
800,2020-03-10,Tuesday,10,11,March,3,1,2020,False,2020,2020-03
801,2020-03-11,Wednesday,11,11,March,3,1,2020,False,2020,2020-03
802,2020-03-12,Thursday,12,11,March,3,1,2020,False,2020,2020-03
803,2020-03-13,Friday,13,11,March,3,1,2020,False,2020,2020-03
804,2020-03-14,Saturday,14,11,March,3,1,2020,True,2020,2020-03
805,2020-03-15,Sunday,15,11,March,3,1,2020,True,2020,2020-03
806,2020-03-16,Monday,16,12,March,3,1,2020,False,2020,2020-03
807,2020-03-17,Tuesday,17,12,March,3,1,2020,False,2020,2020-03
808,2020-03-18,Wednesday,18,12,March,3,1,2020,False,2020,2020-03
809,2020-03-19,Thursday,19,12,March,3,1,2020,False,2020,2020-03
810,2020-03-20,Friday,20,12,March,3,1,2020,False,2020,2020-03
811,2020-03-21,Saturday,21,12,March,3,1,2020,True,2020,2020-03
812,2020-03-22,Sunday,22,12,March,3,1,2020,True,2020,2020-03
813,2020-03-23,Monday,23,13,March,3,1,2020,False,2020,2020-03
814,2020-03-24,Tuesday,24,13,March,3,1,2020,False,2020,2020-03
815,2020-03-25,Wednesday,25,13,March,3,1,2020,False,2020,2020-03
816,2020-03-26,Thursday,26,13,March,3,1,2020,False,2020,2020-03
817,2020-03-27,Friday,27,13,March,3,1,2020,False,2020,2020-03
818,2020-03-28,Saturday,28,13,March,3,1,2020,True,2020,2020-03
819,2020-03-29,Sunday,29,13,March,3,1,2020,True,2020,2020-03
820,2020-03-30,Monday,30,14,March,3,1,2020,False,2020,2020-03
821,2020-03-31,Tuesday,31,14,March,3,1,2020,False,2020,2020-03
822,2020-04-01,Wednesday,1,14,April,4,2,2020,False,2021,2020-04
823,2020-04-02,Thursday,2,14,April,4,2,2020,False,2021,2020-04
824,2020-04-03,Friday,3,14,April,4,2,2020,False,2021,2020-04
825,2020-04-04,Saturday,4,14,April,4,2,2020,True,2021,2020-04
826,2020-04-05,Sunday,5,14,April,4,2,2020,True,2021,2020-04
827,2020-04-06,Monday,6,15,April,4,2,2020,False,2021,2020-04
828,2020-04-07,Tuesday,7,15,April,4,2,2020,False,2021,2020-04
829,2020-04-08,Wednesday,8,15,April,4,2,2020,False,2021,2020-04
830,2020-04-09,Thursday,9,15,April,4,2,2020,False,2021,2020-04
831,2020-04-10,Friday,10,15,April,4,2,2020,False,2021,2020-04
832,2020-04-11,Saturday,11,15,April,4,2,2020,True,2021,2020-04
833,2020-04-12,Sunday,12,15,April,4,2,2020,True,2021,2020-04
834,2020-04-13,Monday,13,16,April,4,2,2020,False,2021,2020-04
835,2020-04-14,Tuesday,14,16,April,4,2,2020,False,2021,2020-04
836,2020-04-15,Wednesday,15,16,April,4,2,2020,False,2021,2020-04
837,2020-04-16,Thursday,16,16,April,4,2,2020,False,2021,2020-04
838,2020-04-17,Friday,17,16,April,4,2,2020,False,2021,2020-04
839,2020-04-18,Saturday,18,16,April,4,2,2020,True,2021,2020-04
840,2020-04-19,Sunday,19,16,April,4,2,2020,True,2021,2020-04
841,2020-04-20,Monday,20,17,April,4,2,2020,False,2021,2020-04
842,2020-04-21,Tuesday,21,17,April,4,2,2020,False,2021,2020-04
843,2020-04-22,Wednesday,22,17,April,4,2,2020,False,2021,2020-04
844,2020-04-23,Thursday,23,17,April,4,2,2020,False,2021,2020-04
845,2020-04-24,Friday,24,17,April,4,2,2020,False,2021,2020-04
846,2020-04-25,Saturday,25,17,April,4,2,2020,True,2021,2020-04
847,2020-04-26,Sunday,26,17,April,4,2,2020,True,2021,2020-04
848,2020-04-27,Monday,27,18,April,4,2,2020,False,2021,2020-04
849,2020-04-28,Tuesday,28,18,April,4,2,2020,False,2021,2020-04
850,2020-04-29,Wednesday,29,18,April,4,2,2020,False,2021,2020-04
851,2020-04-30,Thursday,30,18,April,4,2,2020,False,2021,2020-04
852,2020-05-01,Friday,1,18,May,5,2,2020,False,2021,2020-05
853,2020-05-02,Saturday,2,18,May,5,2,2020,True,2021,2020-05
854,2020-05-03,Sunday,3,18,May,5,2,2020,True,2021,2020-05
855,2020-05-04,Monday,4,19,May,5,2,2020,False,2021,2020-05
856,2020-05-05,Tuesday,5,19,May,5,2,2020,False,2021,2020-05
857,2020-05-06,Wednesday,6,19,May,5,2,2020,False,2021,2020-05
858,2020-05-07,Thursday,7,19,May,5,2,2020,False,2021,2020-05
859,2020-05-08,Friday,8,19,May,5,2,2020,False,2021,2020-05
860,2020-05-09,Saturday,9,19,May,5,2,2020,True,2021,2020-05
861,2020-05-10,Sunday,10,19,May,5,2,2020,True,2021,2020-05
862,2020-05-11,Monday,11,20,May,5,2,2020,False,2021,2020-05
863,2020-05-12,Tuesday,12,20,May,5,2,2020,False,2021,2020-05
864,2020-05-13,Wednesday,13,20,May,5,2,2020,False,2021,2020-05
865,2020-05-14,Thursday,14,20,May,5,2,2020,False,2021,2020-05
866,2020-05-15,Friday,15,20,May,5,2,2020,False,2021,2020-05
867,2020-05-16,Saturday,16,20,May,5,2,2020,True,2021,2020-05
868,2020-05-17,Sunday,17,20,May,5,2,2020,True,2021,2020-05
869,2020-05-18,Monday,18,21,May,5,2,2020,False,2021,2020-05
870,2020-05-19,Tuesday,19,21,May,5,2,2020,False,2021,2020-05
871,2020-05-20,Wednesday,20,21,May,5,2,2020,False,2021,2020-05
872,2020-05-21,Thursday,21,21,May,5,2,2020,False,2021,2020-05
873,2020-05-22,Friday,22,21,May,5,2,2020,False,2021,2020-05
874,2020-05-23,Saturday,23,21,May,5,2,2020,True,2021,2020-05
875,2020-05-24,Sunday,24,21,May,5,2,2020,True,2021,2020-05
876,2020-05-25,Monday,25,22,May,5,2,2020,False,2021,2020-05
877,2020-05-26,Tuesday,26,22,May,5,2,2020,False,2021,2020-05
878,2020-05-27,Wednesday,27,22,May,5,2,2020,False,2021,2020-05
879,2020-05-28,Thursday,28,22,May,5,2,2020,False,2021,2020-05
880,2020-05-29,Friday,29,22,May,5,2,2020,False,2021,2020-05
881,2020-05-30,Saturday,30,22,May,5,2,2020,True,2021,2020-05
882,2020-05-31,Sunday,31,22,May,5,2,2020,True,2021,2020-05
883,2020-06-01,Monday,1,23,June,6,2,2020,False,2021,2020-06
884,2020-06-02,Tuesday,2,23,June,6,2,2020,False,2021,2020-06
885,2020-06-03,Wednesday,3,23,June,6,2,2020,False,2021,2020-06
886,2020-06-04,Thursday,4,23,June,6,2,2020,False,2021,2020-06
887,2020-06-05,Friday,5,23,June,6,2,2020,False,2021,2020-06
888,2020-06-06,Saturday,6,23,June,6,2,2020,True,2021,2020-06
889,2020-06-07,Sunday,7,23,June,6,2,2020,True,2021,2020-06
890,2020-06-08,Monday,8,24,June,6,2,2020,False,2021,2020-06
891,2020-06-09,Tuesday,9,24,June,6,2,2020,False,2021,2020-06
892,2020-06-10,Wednesday,10,24,June,6,2,2020,False,2021,2020-06
893,2020-06-11,Thursday,11,24,June,6,2,2020,False,2021,2020-06
894,2020-06-12,Friday,12,24,June,6,2,2020,False,2021,2020-06
895,2020-06-13,Saturday,13,24,June,6,2,2020,True,2021,2020-06
896,2020-06-14,Sunday,14,24,June,6,2,2020,True,2021,2020-06
897,2020-06-15,Monday,15,25,June,6,2,2020,False,2021,2020-06
898,2020-06-16,Tuesday,16,25,June,6,2,2020,False,2021,2020-06
899,2020-06-17,Wednesday,17,25,June,6,2,2020,False,2021,2020-06
900,2020-06-18,Thursday,18,25,June,6,2,2020,False,2021,2020-06
901,2020-06-19,Friday,19,25,June,6,2,2020,False,2021,2020-06
902,2020-06-20,Saturday,20,25,June,6,2,2020,True,2021,2020-06
903,2020-06-21,Sunday,21,25,June,6,2,2020,True,2021,2020-06
904,2020-06-22,Monday,22,26,June,6,2,2020,False,2021,2020-06
905,2020-06-23,Tuesday,23,26,June,6,2,2020,False,2021,2020-06
906,2020-06-24,Wednesday,24,26,June,6,2,2020,False,2021,2020-06
907,2020-06-25,Thursday,25,26,June,6,2,2020,False,2021,2020-06
908,2020-06-26,Friday,26,26,June,6,2,2020,False,2021,2020-06
909,2020-06-27,Saturday,27,26,June,6,2,2020,True,2021,2020-06
910,2020-06-28,Sunday,28,26,June,6,2,2020,True,2021,2020-06
911,2020-06-29,Monday,29,27,June,6,2,2020,False,2021,2020-06
912,2020-06-30,Tuesday,30,27,June,6,2,2020,False,2021,2020-06
913,2020-07-01,Wednesday,1,27,July,7,3,2020,False,2021,2020-07
914,2020-07-02,Thursday,2,27,July,7,3,2020,False,2021,2020-07
915,2020-07-03,Friday,3,27,July,7,3,2020,False,2021,2020-07
916,2020-07-04,Saturday,4,27,July,7,3,2020,True,2021,2020-07
917,2020-07-05,Sunday,5,27,July,7,3,2020,True,2021,2020-07
918,2020-07-06,Monday,6,28,July,7,3,2020,False,2021,2020-07
919,2020-07-07,Tuesday,7,28,July,7,3,2020,False,2021,2020-07
920,2020-07-08,Wednesday,8,28,July,7,3,2020,False,2021,2020-07
921,2020-07-09,Thursday,9,28,July,7,3,2020,False,2021,2020-07
922,2020-07-10,Friday,10,28,July,7,3,2020,False,2021,2020-07
923,2020-07-11,Saturday,11,28,July,7,3,2020,True,2021,2020-07
924,2020-07-12,Sunday,12,28,July,7,3,2020,True,2021,2020-07
925,2020-07-13,Monday,13,29,July,7,3,2020,False,2021,2020-07
926,2020-07-14,Tuesday,14,29,July,7,3,2020,False,2021,2020-07
927,2020-07-15,Wednesday,15,29,July,7,3,2020,False,2021,2020-07
928,2020-07-16,Thursday,16,29,July,7,3,2020,False,2021,2020-07
929,2020-07-17,Friday,17,29,July,7,3,2020,False,2021,2020-07
930,2020-07-18,Saturday,18,29,July,7,3,2020,True,2021,2020-07
931,2020-07-19,Sunday,19,29,July,7,3,2020,True,2021,2020-07
932,2020-07-20,Monday,20,30,July,7,3,2020,False,2021,2020-07
933,2020-07-21,Tuesday,21,30,July,7,3,2020,False,2021,2020-07
934,2020-07-22,Wednesday,22,30,July,7,3,2020,False,2021,2020-07
935,2020-07-23,Thursday,23,30,July,7,3,2020,False,2021,2020-07
936,2020-07-24,Friday,24,30,July,7,3,2020,False,2021,2020-07
937,2020-07-25,Saturday,25,30,July,7,3,2020,True,2021,2020-07
938,2020-07-26,Sunday,26,30,July,7,3,2020,True,2021,2020-07
939,2020-07-27,Monday,27,31,July,7,3,2020,False,2021,2020-07
940,2020-07-28,Tuesday,28,31,July,7,3,2020,False,2021,2020-07
941,2020-07-29,Wednesday,29,31,July,7,3,2020,False,2021,2020-07
942,2020-07-30,Thursday,30,31,July,7,3,2020,False,2021,2020-07
943,2020-07-31,Friday,31,31,July,7,3,2020,False,2021,2020-07
944,2020-08-01,Saturday,1,31,August,8,3,2020,True,2021,2020-08
945,2020-08-02,Sunday,2,31,August,8,3,2020,True,2021,2020-08
946,2020-08-03,Monday,3,32,August,8,3,2020,False,2021,2020-08
947,2020-08-04,Tuesday,4,32,August,8,3,2020,False,2021,2020-08
948,2020-08-05,Wednesday,5,32,August,8,3,2020,False,2021,2020-08
949,2020-08-06,Thursday,6,32,August,8,3,2020,False,2021,2020-08
950,2020-08-07,Friday,7,32,August,8,3,2020,False,2021,2020-08
951,2020-08-08,Saturday,8,32,August,8,3,2020,True,2021,2020-08
952,2020-08-09,Sunday,9,32,August,8,3,2020,True,2021,2020-08
953,2020-08-10,Monday,10,33,August,8,3,2020,False,2021,2020-08
954,2020-08-11,Tuesday,11,33,August,8,3,2020,False,2021,2020-08
955,2020-08-12,Wednesday,12,33,August,8,3,2020,False,2021,2020-08
956,2020-08-13,Thursday,13,33,August,8,3,2020,False,2021,2020-08
957,2020-08-14,Friday,14,33,August,8,3,2020,False,2021,2020-08
958,2020-08-15,Saturday,15,33,August,8,3,2020,True,2021,2020-08
959,2020-08-16,Sunday,16,33,August,8,3,2020,True,2021,2020-08
960,2020-08-17,Monday,17,34,August,8,3,2020,False,2021,2020-08
961,2020-08-18,Tuesday,18,34,August,8,3,2020,False,2021,2020-08
962,2020-08-19,Wednesday,19,34,August,8,3,2020,False,2021,2020-08
963,2020-08-20,Thursday,20,34,August,8,3,2020,False,2021,2020-08
964,2020-08-21,Friday,21,34,August,8,3,2020,False,2021,2020-08
965,2020-08-22,Saturday,22,34,August,8,3,2020,True,2021,2020-08
966,2020-08-23,Sunday,23,34,August,8,3,2020,True,2021,2020-08
967,2020-08-24,Monday,24,35,August,8,3,2020,False,2021,2020-08
968,2020-08-25,Tuesday,25,35,August,8,3,2020,False,2021,2020-08
969,2020-08-26,Wednesday,26,35,August,8,3,2020,False,2021,2020-08
970,2020-08-27,Thursday,27,35,August,8,3,2020,False,2021,2020-08
971,2020-08-28,Friday,28,35,August,8,3,2020,False,2021,2020-08
972,2020-08-29,Saturday,29,35,August,8,3,2020,True,2021,2020-08
973,2020-08-30,Sunday,30,35,August,8,3,2020,True,2021,2020-08
974,2020-08-31,Monday,31,36,August,8,3,2020,False,2021,2020-08
975,2020-09-01,Tuesday,1,36,September,9,3,2020,False,2021,2020-09
976,2020-09-02,Wednesday,2,36,September,9,3,2020,False,2021,2020-09
977,2020-09-03,Thursday,3,36,September,9,3,2020,False,2021,2020-09
978,2020-09-04,Friday,4,36,September,9,3,2020,False,2021,2020-09
979,2020-09-05,Saturday,5,36,September,9,3,2020,True,2021,2020-09
980,2020-09-06,Sunday,6,36,September,9,3,2020,True,2021,2020-09
981,2020-09-07,Monday,7,37,September,9,3,2020,False,2021,2020-09
982,2020-09-08,Tuesday,8,37,September,9,3,2020,False,2021,2020-09
983,2020-09-09,Wednesday,9,37,September,9,3,2020,False,2021,2020-09
984,2020-09-10,Thursday,10,37,September,9,3,2020,False,2021,2020-09
985,2020-09-11,Friday,11,37,September,9,3,2020,False,2021,2020-09
986,2020-09-12,Saturday,12,37,September,9,3,2020,True,2021,2020-09
987,2020-09-13,Sunday,13,37,September,9,3,2020,True,2021,2020-09
988,2020-09-14,Monday,14,38,September,9,3,2020,False,2021,2020-09
989,2020-09-15,Tuesday,15,38,September,9,3,2020,False,2021,2020-09
990,2020-09-16,Wednesday,16,38,September,9,3,2020,False,2021,2020-09
991,2020-09-17,Thursday,17,38,September,9,3,2020,False,2021,2020-09
992,2020-09-18,Friday,18,38,September,9,3,2020,False,2021,2020-09
993,2020-09-19,Saturday,19,38,September,9,3,2020,True,2021,2020-09
994,2020-09-20,Sunday,20,38,September,9,3,2020,True,2021,2020-09
995,2020-09-21,Monday,21,39,September,9,3,2020,False,2021,2020-09
996,2020-09-22,Tuesday,22,39,September,9,3,2020,False,2021,2020-09
997,2020-09-23,Wednesday,23,39,September,9,3,2020,False,2021,2020-09
998,2020-09-24,Thursday,24,39,September,9,3,2020,False,2021,2020-09
999,2020-09-25,Friday,25,39,September,9,3,2020,False,2021,2020-09
1000,2020-09-26,Saturday,26,39,September,9,3,2020,True,2021,2020-09
1001,2020-09-27,Sunday,27,39,September,9,3,2020,True,2021,2020-09
1002,2020-09-28,Monday,28,40,September,9,3,2020,False,2021,2020-09
1003,2020-09-29,Tuesday,29,40,September,9,3,2020,False,2021,2020-09
1004,2020-09-30,Wednesday,30,40,September,9,3,2020,False,2021,2020-09
1005,2020-10-01,Thursday,1,40,October,10,4,2020,False,2021,2020-10
1006,2020-10-02,Friday,2,40,October,10,4,2020,False,2021,2020-10
1007,2020-10-03,Saturday,3,40,October,10,4,2020,True,2021,2020-10
1008,2020-10-04,Sunday,4,40,October,10,4,2020,True,2021,2020-10
1009,2020-10-05,Monday,5,41,October,10,4,2020,False,2021,2020-10
1010,2020-10-06,Tuesday,6,41,October,10,4,2020,False,2021,2020-10
1011,2020-10-07,Wednesday,7,41,October,10,4,2020,False,2021,2020-10
1012,2020-10-08,Thursday,8,41,October,10,4,2020,False,2021,2020-10
1013,2020-10-09,Friday,9,41,October,10,4,2020,False,2021,2020-10
1014,2020-10-10,Saturday,10,41,October,10,4,2020,True,2021,2020-10
1015,2020-10-11,Sunday,11,41,October,10,4,2020,True,2021,2020-10
1016,2020-10-12,Monday,12,42,October,10,4,2020,False,2021,2020-10
1017,2020-10-13,Tuesday,13,42,October,10,4,2020,False,2021,2020-10
1018,2020-10-14,Wednesday,14,42,October,10,4,2020,False,2021,2020-10
1019,2020-10-15,Thursday,15,42,October,10,4,2020,False,2021,2020-10
1020,2020-10-16,Friday,16,42,October,10,4,2020,False,2021,2020-10
1021,2020-10-17,Saturday,17,42,October,10,4,2020,True,2021,2020-10
1022,2020-10-18,Sunday,18,42,October,10,4,2020,True,2021,2020-10
1023,2020-10-19,Monday,19,43,October,10,4,2020,False,2021,2020-10
1024,2020-10-20,Tuesday,20,43,October,10,4,2020,False,2021,2020-10
1025,2020-10-21,Wednesday,21,43,October,10,4,2020,False,2021,2020-10
1026,2020-10-22,Thursday,22,43,October,10,4,2020,False,2021,2020-10
1027,2020-10-23,Friday,23,43,October,10,4,2020,False,2021,2020-10
1028,2020-10-24,Saturday,24,43,October,10,4,2020,True,2021,2020-10
1029,2020-10-25,Sunday,25,43,October,10,4,2020,True,2021,2020-10
1030,2020-10-26,Monday,26,44,October,10,4,2020,False,2021,2020-10
1031,2020-10-27,Tuesday,27,44,October,10,4,2020,False,2021,2020-10
1032,2020-10-28,Wednesday,28,44,October,10,4,2020,False,2021,2020-10
1033,2020-10-29,Thursday,29,44,October,10,4,2020,False,2021,2020-10
1034,2020-10-30,Friday,30,44,October,10,4,2020,False,2021,2020-10
1035,2020-10-31,Saturday,31,44,October,10,4,2020,True,2021,2020-10
1036,2020-11-01,Sunday,1,44,November,11,4,2020,True,2021,2020-11
1037,2020-11-02,Monday,2,45,November,11,4,2020,False,2021,2020-11
1038,2020-11-03,Tuesday,3,45,November,11,4,2020,False,2021,2020-11
1039,2020-11-04,Wednesday,4,45,November,11,4,2020,False,2021,2020-11
1040,2020-11-05,Thursday,5,45,November,11,4,2020,False,2021,2020-11
1041,2020-11-06,Friday,6,45,November,11,4,2020,False,2021,2020-11
1042,2020-11-07,Saturday,7,45,November,11,4,2020,True,2021,2020-11
1043,2020-11-08,Sunday,8,45,November,11,4,2020,True,2021,2020-11
1044,2020-11-09,Monday,9,46,November,11,4,2020,False,2021,2020-11
1045,2020-11-10,Tuesday,10,46,November,11,4,2020,False,2021,2020-11
1046,2020-11-11,Wednesday,11,46,November,11,4,2020,False,2021,2020-11
1047,2020-11-12,Thursday,12,46,November,11,4,2020,False,2021,2020-11
1048,2020-11-13,Friday,13,46,November,11,4,2020,False,2021,2020-11
1049,2020-11-14,Saturday,14,46,November,11,4,2020,True,2021,2020-11
1050,2020-11-15,Sunday,15,46,November,11,4,2020,True,2021,2020-11
1051,2020-11-16,Monday,16,47,November,11,4,2020,False,2021,2020-11
1052,2020-11-17,Tuesday,17,47,November,11,4,2020,False,2021,2020-11
1053,2020-11-18,Wednesday,18,47,November,11,4,2020,False,2021,2020-11
1054,2020-11-19,Thursday,19,47,November,11,4,2020,False,2021,2020-11
1055,2020-11-20,Friday,20,47,November,11,4,2020,False,2021,2020-11
1056,2020-11-21,Saturday,21,47,November,11,4,2020,True,2021,2020-11
1057,2020-11-22,Sunday,22,47,November,11,4,2020,True,2021,2020-11
1058,2020-11-23,Monday,23,48,November,11,4,2020,False,2021,2020-11
1059,2020-11-24,Tuesday,24,48,November,11,4,2020,False,2021,2020-11
1060,2020-11-25,Wednesday,25,48,November,11,4,2020,False,2021,2020-11
1061,2020-11-26,Thursday,26,48,November,11,4,2020,False,2021,2020-11
1062,2020-11-27,Friday,27,48,November,11,4,2020,False,2021,2020-11
1063,2020-11-28,Saturday,28,48,November,11,4,2020,True,2021,2020-11
1064,2020-11-29,Sunday,29,48,November,11,4,2020,True,2021,2020-11
1065,2020-11-30,Monday,30,49,November,11,4,2020,False,2021,2020-11
1066,2020-12-01,Tuesday,1,49,December,12,4,2020,False,2021,2020-12
1067,2020-12-02,Wednesday,2,49,December,12,4,2020,False,2021,2020-12
1068,2020-12-03,Thursday,3,49,December,12,4,2020,False,2021,2020-12
1069,2020-12-04,Friday,4,49,December,12,4,2020,False,2021,2020-12
1070,2020-12-05,Saturday,5,49,December,12,4,2020,True,2021,2020-12
1071,2020-12-06,Sunday,6,49,December,12,4,2020,True,2021,2020-12
1072,2020-12-07,Monday,7,50,December,12,4,2020,False,2021,2020-12
1073,2020-12-08,Tuesday,8,50,December,12,4,2020,False,2021,2020-12
1074,2020-12-09,Wednesday,9,50,December,12,4,2020,False,2021,2020-12
1075,2020-12-10,Thursday,10,50,December,12,4,2020,False,2021,2020-12
1076,2020-12-11,Friday,11,50,December,12,4,2020,False,2021,2020-12
1077,2020-12-12,Saturday,12,50,December,12,4,2020,True,2021,2020-12
1078,2020-12-13,Sunday,13,50,December,12,4,2020,True,2021,2020-12
1079,2020-12-14,Monday,14,51,December,12,4,2020,False,2021,2020-12
1080,2020-12-15,Tuesday,15,51,December,12,4,2020,False,2021,2020-12
1081,2020-12-16,Wednesday,16,51,December,12,4,2020,False,2021,2020-12
1082,2020-12-17,Thursday,17,51,December,12,4,2020,False,2021,2020-12
1083,2020-12-18,Friday,18,51,December,12,4,2020,False,2021,2020-12
1084,2020-12-19,Saturday,19,51,December,12,4,2020,True,2021,2020-12
1085,2020-12-20,Sunday,20,51,December,12,4,2020,True,2021,2020-12
1086,2020-12-21,Monday,21,52,December,12,4,2020,False,2021,2020-12
1087,2020-12-22,Tuesday,22,52,December,12,4,2020,False,2021,2020-12
1088,2020-12-23,Wednesday,23,52,December,12,4,2020,False,2021,2020-12
1089,2020-12-24,Thursday,24,52,December,12,4,2020,False,2021,2020-12
1090,2020-12-25,Friday,25,52,December,12,4,2020,False,2021,2020-12
1091,2020-12-26,Saturday,26,52,December,12,4,2020,True,2021,2020-12
1092,2020-12-27,Sunday,27,52,December,12,4,2020,True,2021,2020-12
1093,2020-12-28,Monday,28,53,December,12,4,2020,False,2021,2020-12
1094,2020-12-29,Tuesday,29,53,December,12,4,2020,False,2021,2020-12
1095,2020-12-30,Wednesday,30,53,December,12,4,2020,False,2021,2020-12
1096,2020-12-31,Thursday,31,53,December,12,4,2020,False,2021,2020-12
1097,2021-01-01,Friday,1,53,January,1,1,2021,False,2021,2021-01
1098,2021-01-02,Saturday,2,53,January,1,1,2021,True,2021,2021-01
1099,2021-01-03,Sunday,3,53,January,1,1,2021,True,2021,2021-01
1100,2021-01-04,Monday,4,1,January,1,1,2021,False,2021,2021-01
1101,2021-01-05,Tuesday,5,1,January,1,1,2021,False,2021,2021-01
1102,2021-01-06,Wednesday,6,1,January,1,1,2021,False,2021,2021-01
1103,2021-01-07,Thursday,7,1,January,1,1,2021,False,2021,2021-01
1104,2021-01-08,Friday,8,1,January,1,1,2021,False,2021,2021-01
1105,2021-01-09,Saturday,9,1,January,1,1,2021,True,2021,2021-01
1106,2021-01-10,Sunday,10,1,January,1,1,2021,True,2021,2021-01
1107,2021-01-11,Monday,11,2,January,1,1,2021,False,2021,2021-01
1108,2021-01-12,Tuesday,12,2,January,1,1,2021,False,2021,2021-01
1109,2021-01-13,Wednesday,13,2,January,1,1,2021,False,2021,2021-01
1110,2021-01-14,Thursday,14,2,January,1,1,2021,False,2021,2021-01
1111,2021-01-15,Friday,15,2,January,1,1,2021,False,2021,2021-01
1112,2021-01-16,Saturday,16,2,January,1,1,2021,True,2021,2021-01
1113,2021-01-17,Sunday,17,2,January,1,1,2021,True,2021,2021-01
1114,2021-01-18,Monday,18,3,January,1,1,2021,False,2021,2021-01
1115,2021-01-19,Tuesday,19,3,January,1,1,2021,False,2021,2021-01
1116,2021-01-20,Wednesday,20,3,January,1,1,2021,False,2021,2021-01
1117,2021-01-21,Thursday,21,3,January,1,1,2021,False,2021,2021-01
